series,threshold,threshold_low,total,gt_fail,gt_pass,accepted_fail,predicted_pass,inconclusive,coverage,inconclusive_rate,accuracy_abstain_wrong,balanced_accuracy,macro_precision,macro_recall,macro_f1,covered_accuracy,covered_balanced_accuracy,covered_macro_precision,covered_macro_recall,covered_macro_f1,combined_precision,combined_recall,combined_f1,fail_precision,fail_recall,fail_false_positive_rate,fail_f1,not_fail_precision,not_fail_recall,not_fail_f1,pass_precision,pass_recall,pass_f1,covered_fail_precision,covered_fail_recall,covered_fail_f1,covered_pass_precision,covered_pass_recall,covered_pass_f1,fail_tp,fail_fp,fail_fn,not_fail_tp,not_fail_fp,not_fail_fn,combined_tp,combined_fp,combined_fn,pass_tp,pass_fp,pass_fn,covered_fail_tp,covered_fail_fp,covered_fail_fn,covered_pass_tp,covered_pass_fp,covered_pass_fn
VibeTest static (2.94K out/prop),0.91,,1125,504,621,203,427,495,0.56,0.44,0.4577777777777778,0.44642857142857145,0.8227004764596624,0.44642857142857145,0.5696510899726832,0.8174603174603174,0.7936507936507937,0.8227004764596624,0.7936507936507937,0.8021978021978022,0.8174603174603174,0.4577777777777778,0.5868945868945868,0.8374384236453202,0.3373015873015873,0.05314009661835749,0.4809052333804809,0.6377440347071583,0.9468599033816425,0.7621516526247569,0.8079625292740047,0.5555555555555556,0.6583969465648855,0.8374384236453202,0.6746031746031746,0.7472527472527473,0.8079625292740047,0.9126984126984127,0.8571428571428571,170,33,334,588,334,33,515,115,610,345,82,276,170,33,82,345,82,33
VibeTest static (2.94K out/prop),0.92,,1125,504,621,196,427,502,0.5537777777777778,0.44622222222222224,0.4524444444444444,0.44047619047619047,0.8223486115757779,0.44047619047619047,0.563484187568157,0.8170144462279294,0.7908930150309461,0.8223486115757779,0.7908930150309461,0.8001452015938407,0.8170144462279294,0.4524444444444444,0.5823798627002288,0.8367346938775511,0.3253968253968254,0.05152979066022544,0.4685714285714286,0.6340150699677072,0.9484702093397746,0.76,0.8079625292740047,0.5555555555555556,0.6583969465648855,0.8367346938775511,0.6666666666666666,0.7420814479638008,0.8079625292740047,0.9151193633952255,0.8582089552238806,164,32,340,589,340,32,509,114,616,345,82,276,164,32,82,345,82,32
VibeTest static (2.94K out/prop),0.95,,1125,504,621,191,427,507,0.5493333333333333,0.45066666666666666,0.448,0.435515873015873,0.820211631129149,0.435515873015873,0.5579754516997089,0.8155339805825242,0.787435200369812,0.820211631129149,0.787435200369812,0.7971600331674958,0.8155339805825242,0.448,0.5783132530120482,0.8324607329842932,0.31547619047619047,0.05152979066022544,0.4575539568345323,0.6306209850107066,0.9484702093397746,0.7575562700964631,0.8079625292740047,0.5555555555555556,0.6583969465648855,0.8324607329842932,0.6597510373443983,0.736111111111111,0.8079625292740047,0.9151193633952255,0.8582089552238806,159,32,345,589,345,32,504,114,621,345,82,276,159,32,82,345,82,32
VibeTest static (2.94K out/prop),1.0,,1125,504,621,9,427,689,0.38755555555555554,0.6124444444444445,0.31466666666666665,0.28670634920634924,0.9039812646370023,0.28670634920634924,0.34674233293156553,0.8119266055045872,0.5494505494505495,0.9039812646370023,0.5494505494505495,0.5368911917098446,0.8119266055045872,0.31466666666666665,0.45355541319666887,1.0,0.017857142857142856,0.0,0.03508771929824561,0.5564516129032258,1.0,0.7150259067357513,0.8079625292740047,0.5555555555555556,0.6583969465648855,1.0,0.0989010989010989,0.17999999999999997,0.8079625292740047,1.0,0.8937823834196891,9,0,495,621,495,0,354,82,771,345,82,276,9,0,82,345,82,0
VibeTest static + ex10 (4.29K out/prop),0.0,,1125,504,621,542,474,109,0.9031111111111111,0.09688888888888889,0.7111111111111111,0.7185127674258109,0.7912093044981083,0.7185127674258109,0.7476204196023992,0.7874015748031497,0.7915361234510171,0.7912093044981083,0.7915361234510171,0.7873982794698908,0.7874015748031497,0.7111111111111111,0.7473143390938813,0.7343173431734318,0.7896825396825397,0.2318840579710145,0.7609942638623327,0.8181818181818182,0.7681159420289855,0.792358803986711,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7343173431734318,0.8468085106382979,0.7865612648221345,0.8481012658227848,0.7362637362637363,0.788235294117647,398,144,106,477,106,144,800,216,325,402,72,219,398,144,72,402,72,144
VibeTest static + ex10 (4.29K out/prop),0.62,,1125,504,621,542,474,109,0.9031111111111111,0.09688888888888889,0.7111111111111111,0.7185127674258109,0.7912093044981083,0.7185127674258109,0.7476204196023992,0.7874015748031497,0.7915361234510171,0.7912093044981083,0.7915361234510171,0.7873982794698908,0.7874015748031497,0.7111111111111111,0.7473143390938813,0.7343173431734318,0.7896825396825397,0.2318840579710145,0.7609942638623327,0.8181818181818182,0.7681159420289855,0.792358803986711,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7343173431734318,0.8468085106382979,0.7865612648221345,0.8481012658227848,0.7362637362637363,0.788235294117647,398,144,106,477,106,144,800,216,325,402,72,219,398,144,72,402,72,144
VibeTest static + ex10 (4.29K out/prop),0.72,,1125,504,621,541,474,110,0.9022222222222223,0.09777777777777778,0.7102222222222222,0.7175207039337475,0.7909637567561243,0.7175207039337475,0.7470275938913286,0.787192118226601,0.7913728062981795,0.7909637567561243,0.7913728062981795,0.7871869539895167,0.787192118226601,0.7102222222222222,0.7467289719626168,0.7338262476894639,0.7876984126984127,0.2318840579710145,0.7598086124401913,0.8167808219178082,0.7681159420289855,0.791701244813278,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7338262476894639,0.8464818763326226,0.7861386138613863,0.8481012658227848,0.7362637362637363,0.788235294117647,397,144,107,477,107,144,799,216,326,402,72,219,397,144,72,402,72,144
VibeTest static + ex10 (4.29K out/prop),0.75,,1125,504,621,540,474,111,0.9013333333333333,0.09866666666666667,0.7102222222222222,0.7175207039337475,0.7916432255039849,0.7175207039337475,0.7473914869049494,0.7879684418145957,0.7920482776158526,0.7916432255039849,0.7920482776158526,0.7879632862626937,0.7879684418145957,0.7102222222222222,0.7470780738662925,0.7351851851851852,0.7876984126984127,0.23027375201288244,0.7605363984674328,0.8170940170940171,0.7697262479871175,0.7927031509121061,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7351851851851852,0.8464818763326226,0.7869177403369674,0.8481012658227848,0.7376146788990826,0.7890088321884201,397,143,107,478,107,143,799,215,326,402,72,219,397,143,72,402,72,143
VibeTest static + ex10 (4.29K out/prop),0.76,,1125,504,621,539,474,112,0.9004444444444445,0.09955555555555555,0.7102222222222222,0.7175207039337475,0.7923252154716892,0.7175207039337475,0.7477560776999961,0.788746298124383,0.7927262322839583,0.7923252154716892,0.7927262322839583,0.7887411513393832,0.788746298124383,0.7102222222222222,0.7474275023386343,0.7365491651205937,0.7876984126984127,0.2286634460547504,0.7612655800575263,0.8174061433447098,0.7713365539452496,0.7937033968516984,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7365491651205937,0.8464818763326226,0.7876984126984127,0.8481012658227848,0.7389705882352942,0.7897838899803536,397,142,107,479,107,142,799,214,326,402,72,219,397,142,72,402,72,142
VibeTest static + ex10 (4.29K out/prop),0.78,,1125,504,621,525,474,126,0.888,0.112,0.7066666666666667,0.7135524499654935,0.7983363471971067,0.7135524499654935,0.7490474859219618,0.7957957957957958,0.7989851395433127,0.7983363471971067,0.7989851395433127,0.7957792207792207,0.7957957957957958,0.7066666666666667,0.7485875706214689,0.7485714285714286,0.7797619047619048,0.21256038647342995,0.7638483965014577,0.815,0.7874396135265701,0.8009828009828011,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7485714285714286,0.8451612903225807,0.7939393939393938,0.8481012658227848,0.7528089887640449,0.7976190476190476,393,132,111,489,111,132,795,204,330,402,72,219,393,132,72,402,72,132
VibeTest static + ex10 (4.29K out/prop),0.79,,1125,504,621,513,474,138,0.8773333333333333,0.12266666666666666,0.6986666666666667,0.704623878536922,0.7983196387593456,0.704623878536922,0.7447044086151857,0.7963525835866262,0.799583705025275,0.7983196387593456,0.799583705025275,0.7962848297213623,0.7963525835866262,0.6986666666666667,0.7443181818181819,0.7485380116959064,0.7619047619047619,0.20772946859903382,0.7551622418879056,0.803921568627451,0.7922705314009661,0.7980535279805353,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7485380116959064,0.8421052631578947,0.7925696594427245,0.8481012658227848,0.7570621468926554,0.8,384,129,120,492,120,129,786,201,339,402,72,219,384,129,72,402,72,129
VibeTest static + ex10 (4.29K out/prop),0.81,,1125,504,621,512,474,139,0.8764444444444445,0.12355555555555556,0.6986666666666667,0.704623878536922,0.7990506329113924,0.704623878536922,0.7450760435767447,0.7971602434077079,0.8002979145978153,0.7990506329113924,0.8002979145978153,0.797092621250535,0.7971602434077079,0.6986666666666667,0.7446707721459024,0.75,0.7619047619047619,0.20611916264090177,0.7559055118110236,0.8042414355628059,0.7938808373590982,0.7990275526742301,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.75,0.8421052631578947,0.7933884297520661,0.8481012658227848,0.7584905660377359,0.8007968127490039,384,128,120,493,120,128,786,200,339,402,72,219,384,128,72,402,72,128
VibeTest static + ex10 (4.29K out/prop),0.82,,1125,504,621,492,474,159,0.8586666666666667,0.14133333333333334,0.6826666666666666,0.6867667356797791,0.7960018524235875,0.6867667356797791,0.7345931671893053,0.7950310559006211,0.7984900373599004,0.7960018524235875,0.7984900373599004,0.7947459918871933,0.7950310559006211,0.6826666666666666,0.734576757532281,0.7439024390243902,0.7261904761904762,0.2028985507246377,0.7349397590361447,0.7819905213270142,0.7971014492753623,0.7894736842105263,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7439024390243902,0.8356164383561644,0.7870967741935484,0.8481012658227848,0.7613636363636364,0.8023952095808383,366,126,138,495,138,126,768,198,357,402,72,219,366,126,72,402,72,126
VibeTest static + ex10 (4.29K out/prop),0.85,,1125,504,621,465,474,186,0.8346666666666667,0.16533333333333333,0.6648888888888889,0.6669254658385093,0.7960936436640806,0.6669254658385093,0.7241924311180854,0.7965921192758253,0.7996721431916907,0.7960936436640806,0.7996721431916907,0.7958660801174615,0.7965921192758253,0.6648888888888889,0.7248062015503876,0.7440860215053764,0.6865079365079365,0.19162640901771336,0.7141382868937048,0.7606060606060606,0.8083735909822867,0.7837626854020296,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7440860215053764,0.8277511961722488,0.7836919592298981,0.8481012658227848,0.7715930902111324,0.808040201005025,346,119,158,502,158,119,748,191,377,402,72,219,346,119,72,402,72,119
VibeTest static + ex10 (4.29K out/prop),0.87,,1125,504,621,356,474,295,0.7377777777777778,0.26222222222222225,0.6,0.5945048309178744,0.8074775992035272,0.5945048309178744,0.6845651481363492,0.8132530120481928,0.8100851636037651,0.8074775992035272,0.8100851636037651,0.8086303046891153,0.8132530120481928,0.6,0.690537084398977,0.7668539325842697,0.5416666666666666,0.13365539452495975,0.6348837209302325,0.6996098829648895,0.8663446054750402,0.7741007194244605,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7668539325842697,0.7913043478260869,0.7788873038516405,0.8481012658227848,0.8288659793814434,0.8383733055265902,273,83,231,538,231,83,675,155,450,402,72,219,273,83,72,402,72,83
VibeTest static + ex10 (4.29K out/prop),0.88,,1125,504,621,324,474,327,0.7093333333333334,0.2906666666666667,0.5751111111111111,0.5667270531400966,0.8021370526644789,0.5667270531400966,0.6630170074779962,0.8107769423558897,0.8043147491097018,0.8021370526644789,0.8043147491097018,0.8031576969885077,0.8107769423558897,0.5751111111111111,0.6729069162766511,0.7561728395061729,0.4861111111111111,0.12721417069243157,0.5917874396135265,0.6766541822721598,0.8727858293075684,0.7623066104078763,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7561728395061729,0.7728706624605678,0.7644305772230888,0.8481012658227848,0.8357588357588358,0.8418848167539267,245,79,259,542,259,79,647,151,478,402,72,219,245,79,72,402,72,79
VibeTest static + ex10 (4.29K out/prop),0.89,,1125,504,621,289,474,362,0.6782222222222222,0.3217777777777778,0.5555555555555556,0.5449016563146998,0.8098637817003198,0.5449016563146998,0.6483338803572354,0.8191349934469201,0.8074532811820947,0.8098637817003198,0.8074532811820947,0.8086009074251811,0.8191349934469201,0.5555555555555556,0.6620762711864407,0.7716262975778547,0.44246031746031744,0.10628019323671498,0.562421185372005,0.6638755980861244,0.893719806763285,0.7618393960192175,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7716262975778547,0.7559322033898305,0.7636986301369865,0.8481012658227848,0.8589743589743589,0.8535031847133757,223,66,281,555,281,66,625,138,500,402,72,219,223,66,72,402,72,66
VibeTest static + ex10 (4.29K out/prop),0.9,,1125,504,621,272,474,379,0.6631111111111111,0.3368888888888889,0.5448888888888889,0.5329968944099379,0.8119182799702159,0.5329968944099379,0.6390305041660783,0.82171581769437,0.8069167894130307,0.8119182799702159,0.8069167894130307,0.8092089955483764,0.82171581769437,0.5448888888888889,0.655264564404062,0.7757352941176471,0.41865079365079366,0.09822866344605476,0.5438144329896908,0.6565064478311841,0.9017713365539453,0.7598371777476256,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7757352941176471,0.7455830388692579,0.7603603603603603,0.8481012658227848,0.8682505399568035,0.8580576307363926,211,61,293,560,293,61,613,133,512,402,72,219,211,61,72,402,72,61
VibeTest static + ex10 (4.29K out/prop),0.91,,1125,504,621,249,474,402,0.6426666666666667,0.35733333333333334,0.5324444444444445,0.519108005521049,0.8196329622286614,0.519108005521049,0.6287434735942077,0.8284923928077456,0.8089022812505118,0.8196329622286614,0.8089022812505118,0.813498535481294,0.8284923928077456,0.5324444444444445,0.6482683982683983,0.7911646586345381,0.39087301587301587,0.08373590982286634,0.5232403718459495,0.6495433789954338,0.9162640901771336,0.760187040748163,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7911646586345381,0.7323420074349443,0.7606177606177605,0.8481012658227848,0.8854625550660793,0.8663793103448275,197,52,307,569,307,52,599,124,526,402,72,219,197,52,72,402,72,52
VibeTest static + ex10 (4.29K out/prop),0.92,,1125,504,621,159,474,492,0.5626666666666666,0.43733333333333335,0.4666666666666667,0.4456953071083506,0.8108430857415811,0.4456953071083506,0.5526436496621832,0.8293838862559242,0.7742887249736565,0.8108430857415811,0.7742887249736565,0.7882471008028546,0.8293838862559242,0.4666666666666667,0.5972696245733788,0.7735849056603774,0.24404761904761904,0.057971014492753624,0.3710407239819004,0.6055900621118012,0.9420289855072463,0.7372400756143668,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.7735849056603774,0.6307692307692307,0.6949152542372882,0.8481012658227848,0.9178082191780822,0.881578947368421,123,36,381,585,381,36,525,108,600,402,72,219,123,36,72,402,72,36
VibeTest static + ex10 (4.29K out/prop),0.93,,1125,504,621,105,474,546,0.5146666666666667,0.48533333333333334,0.43022222222222223,0.4050207039337474,0.8145268233875829,0.4050207039337474,0.5017702499044021,0.8359240069084629,0.7391749427043545,0.8145268233875829,0.7391749427043545,0.7637658316190018,0.8359240069084629,0.43022222222222223,0.5680751173708921,0.780952380952381,0.1626984126984127,0.037037037037037035,0.26929392446633826,0.5862745098039216,0.9629629629629629,0.728823887873248,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.780952380952381,0.5324675324675324,0.6332046332046332,0.8481012658227848,0.9458823529411765,0.8943270300333704,82,23,422,598,422,23,484,95,641,402,72,219,82,23,72,402,72,23
VibeTest static + ex10 (4.29K out/prop),0.94,,1125,504,621,46,474,605,0.4622222222222222,0.5377777777777778,0.3937777777777778,0.36434610075914425,0.8697028068244359,0.36434610075914425,0.44166874221668745,0.8519230769230769,0.6752734230610337,0.8697028068244359,0.6752734230610337,0.7141612946979918,0.8519230769230769,0.3937777777777778,0.5386018237082066,0.8913043478260869,0.08134920634920635,0.008051529790660225,0.14909090909090908,0.5708989805375347,0.9919484702093397,0.7247058823529412,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.8913043478260869,0.36283185840707965,0.5157232704402516,0.8481012658227848,0.9877149877149877,0.9125993189557321,41,5,463,616,463,5,443,77,682,402,72,219,41,5,72,402,72,5
VibeTest static + ex10 (4.29K out/prop),0.95,,1125,504,621,37,474,614,0.45422222222222225,0.5457777777777778,0.38666666666666666,0.3564095928226363,0.8699965788573383,0.3564095928226363,0.42812143924239743,0.8512720156555773,0.6522167487684729,0.8699965788573383,0.6522167487684729,0.6892125480153649,0.8512720156555773,0.38666666666666666,0.5317848410757946,0.8918918918918919,0.06547619047619048,0.00644122383252818,0.12199630314232902,0.5670955882352942,0.9935587761674718,0.722059684025746,0.8481012658227848,0.6473429951690821,0.7342465753424658,0.8918918918918919,0.3142857142857143,0.4647887323943662,0.8481012658227848,0.9901477832512315,0.9136363636363636,33,4,471,617,471,4,435,76,690,402,72,219,33,4,72,402,72,4
VibeTest static + ex10 (4.29K out/prop),1.0,,1125,504,621,0,474,651,0.42133333333333334,0.5786666666666667,0.35733333333333334,0.32367149758454106,,0.32367149758454106,,0.8481012658227848,0.5,,0.5,,0.8481012658227848,0.35733333333333334,0.5028142589118199,,0.0,0.0,,0.552,1.0,0.711340206185567,0.8481012658227848,0.6473429951690821,0.7342465753424658,,0.0,,0.8481012658227848,1.0,0.9178082191780821,0,0,504,621,504,0,402,72,723,402,72,219,0,0,72,402,72,0
VibeTest static + ex20 (3.97K out/prop),0.0,,1125,504,621,518,380,227,0.7982222222222223,0.20177777777777778,0.6204444444444445,0.6311536691971474,0.7887218045112783,0.6311536691971474,0.6897075527212514,0.77728285077951,0.7829264407184675,0.7887218045112783,0.7829264407184675,0.7767945913700536,0.77728285077951,0.6204444444444445,0.6900642609985171,0.7142857142857143,0.7341269841269841,0.23832528180354268,0.7240704500978474,0.7792421746293245,0.7616747181964574,0.7703583061889251,0.8631578947368421,0.5281803542673108,0.6553446553446554,0.7142857142857143,0.8767772511848341,0.7872340425531914,0.8631578947368421,0.6890756302521008,0.7663551401869159,370,148,134,473,134,148,698,200,427,328,52,293,370,148,52,328,52,148
VibeTest static + ex20 (3.97K out/prop),0.7,,1125,504,621,518,380,227,0.7982222222222223,0.20177777777777778,0.6204444444444445,0.6311536691971474,0.7887218045112783,0.6311536691971474,0.6897075527212514,0.77728285077951,0.7829264407184675,0.7887218045112783,0.7829264407184675,0.7767945913700536,0.77728285077951,0.6204444444444445,0.6900642609985171,0.7142857142857143,0.7341269841269841,0.23832528180354268,0.7240704500978474,0.7792421746293245,0.7616747181964574,0.7703583061889251,0.8631578947368421,0.5281803542673108,0.6553446553446554,0.7142857142857143,0.8767772511848341,0.7872340425531914,0.8631578947368421,0.6890756302521008,0.7663551401869159,370,148,134,473,134,148,698,200,427,328,52,293,370,148,52,328,52,148
VibeTest static + ex20 (3.97K out/prop),0.71,,1125,504,621,517,380,228,0.7973333333333333,0.20266666666666666,0.6204444444444445,0.6311536691971474,0.7894126030744172,0.6311536691971474,0.690062141580261,0.778149386845039,0.7836517834871539,0.7894126030744172,0.7836517834871539,0.7776619397268464,0.778149386845039,0.6204444444444445,0.6904055390702275,0.7156673114119922,0.7341269841269841,0.23671497584541062,0.7247796278158668,0.7796052631578947,0.7632850241545893,0.7713588283157038,0.8631578947368421,0.5281803542673108,0.6553446553446554,0.7156673114119922,0.8767772511848341,0.7880724174653887,0.8631578947368421,0.6905263157894737,0.7672514619883041,370,147,134,474,134,147,698,199,427,328,52,293,370,147,52,328,52,147
VibeTest static + ex20 (3.97K out/prop),0.72,,1125,504,621,510,380,235,0.7911111111111111,0.2088888888888889,0.6204444444444445,0.6311536691971474,0.7943240454076368,0.6311536691971474,0.6925638464100002,0.7842696629213484,0.7888159760197675,0.7943240454076368,0.7888159760197675,0.7837881609846951,0.7842696629213484,0.6204444444444445,0.6928039702233251,0.7254901960784313,0.7341269841269841,0.22544283413848631,0.7297830374753451,0.7821138211382114,0.7745571658615137,0.7783171521035598,0.8631578947368421,0.5281803542673108,0.6553446553446554,0.7254901960784313,0.8767772511848341,0.7939914163090128,0.8631578947368421,0.7008547008547008,0.7735849056603774,370,140,134,481,134,140,698,192,427,328,52,293,370,140,52,328,52,140
