series,threshold,total,gt_fail,gt_pass,accepted_fail,predicted_pass,inconclusive,coverage,inconclusive_rate,accuracy_abstain_wrong,balanced_accuracy,macro_precision,macro_recall,macro_f1,covered_accuracy,covered_balanced_accuracy,covered_macro_precision,covered_macro_recall,covered_macro_f1,combined_precision,combined_recall,combined_f1,fail_precision,fail_recall,fail_f1,not_fail_precision,not_fail_recall,not_fail_f1,pass_precision,pass_recall,pass_f1,covered_fail_precision,covered_fail_recall,covered_fail_f1,covered_pass_precision,covered_pass_recall,covered_pass_f1,fail_tp,fail_fp,fail_fn,not_fail_tp,not_fail_fp,not_fail_fn,combined_tp,combined_fp,combined_fn,pass_tp,pass_fp,pass_fn,covered_fail_tp,covered_fail_fp,covered_fail_fn,covered_pass_tp,covered_pass_fp,covered_pass_fn
VibeTest static,0.95,1125,534,591,260,546,319,0.7164444444444444,0.28355555555555556,0.5466666666666666,0.5396300309891823,0.7787545787545788,0.5396300309891823,0.6222039083805764,0.7630272952853598,0.7496159754224271,0.7787545787545788,0.7496159754224271,0.7477912684060966,0.7630272952853598,0.5466666666666666,0.6369756602796478,0.823076923076923,0.40074906367041196,0.5390428211586901,0.6450867052023121,0.9441624365482234,0.7664835164835165,0.7344322344322345,0.6785109983079526,0.7053649956024627,0.823076923076923,0.5752688172043011,0.6772151898734177,0.7344322344322345,0.923963133640553,0.8183673469387756,214,46,320,558,307,33,615,191,510,401,145,190,214,46,158,401,145,33
VibeTest static,1.0,1125,534,591,104,546,475,0.5777777777777777,0.4222222222222222,0.4408888888888889,0.4282068100153995,0.8239468864468864,0.4282068100153995,0.5015853191178458,0.7630769230769231,0.6881022436577993,0.8239468864468864,0.6881022436577993,0.6945517114163977,0.7630769230769231,0.4408888888888889,0.5588732394366196,0.9134615384615384,0.17790262172284643,0.29780564263322884,0.5729676787463271,0.9898477157360406,0.7258064516129032,0.7344322344322345,0.6785109983079526,0.7053649956024627,0.9134615384615384,0.39094650205761317,0.547550432276657,0.7344322344322345,0.9852579852579852,0.8415529905561385,95,9,439,585,436,6,496,154,629,401,145,190,95,9,148,401,145,6
VibeTest dynamic,0.0,1125,534,591,444,663,18,0.984,0.016,0.7111111111111111,0.7055362269244663,0.7216073539602952,0.7055362269244663,0.7095233901820922,0.7226738934056007,0.7172250212654583,0.7216073539602952,0.7172250212654583,0.7152689458495898,0.7226738934056007,0.7111111111111111,0.7168458781362008,0.7162162162162162,0.5955056179775281,0.6503067484662577,0.723935389133627,0.8341793570219966,0.7751572327044024,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7162162162162162,0.603415559772296,0.6549948506694129,0.726998491704374,0.8310344827586207,0.7755430410297668,318,126,216,493,188,98,800,307,325,482,181,109,318,126,209,482,181,98
VibeTest dynamic,0.4,1125,534,591,444,663,18,0.984,0.016,0.7111111111111111,0.7055362269244663,0.7216073539602952,0.7055362269244663,0.7095233901820922,0.7226738934056007,0.7172250212654583,0.7216073539602952,0.7172250212654583,0.7152689458495898,0.7226738934056007,0.7111111111111111,0.7168458781362008,0.7162162162162162,0.5955056179775281,0.6503067484662577,0.723935389133627,0.8341793570219966,0.7751572327044024,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7162162162162162,0.603415559772296,0.6549948506694129,0.726998491704374,0.8310344827586207,0.7755430410297668,318,126,216,493,188,98,800,307,325,482,181,109,318,126,209,482,181,98
VibeTest dynamic,0.65,1125,534,591,443,663,19,0.9831111111111112,0.016888888888888887,0.7102222222222222,0.7045998973364513,0.7212870562359341,0.7045998973364513,0.7088326566859132,0.7224231464737794,0.7168480398583978,0.7212870562359341,0.7168480398583978,0.7149129033838204,0.7224231464737794,0.7102222222222222,0.7162707306140743,0.7155756207674944,0.5936329588014981,0.6489252814738997,0.7228739002932552,0.8341793570219966,0.774548311076198,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7155756207674944,0.6026615969581749,0.654282765737874,0.726998491704374,0.8310344827586207,0.7755430410297668,317,126,217,493,189,98,799,307,326,482,181,109,317,126,209,482,181,98
VibeTest dynamic,0.7,1125,534,591,442,663,20,0.9822222222222222,0.017777777777777778,0.7102222222222222,0.7045998973364513,0.7220965309200603,0.7045998973364513,0.7091650979161764,0.7230769230769231,0.7174220032840722,0.7220965309200603,0.7174220032840722,0.7155895143101263,0.7230769230769231,0.7102222222222222,0.7165919282511211,0.7171945701357466,0.5936329588014981,0.6495901639344261,0.7218155197657394,0.8341793570219966,0.7739403453689169,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7171945701357466,0.6038095238095238,0.6556359875904859,0.726998491704374,0.8310344827586207,0.7755430410297668,317,125,217,493,190,98,799,306,326,482,181,109,317,125,208,482,181,98
VibeTest dynamic,0.75,1125,534,591,434,663,28,0.9751111111111112,0.024888888888888887,0.7084444444444444,0.7027272381604213,0.7264024716586386,0.7027272381604213,0.7097832390894592,0.7265268915223336,0.7210078547111611,0.7264024716586386,0.7210078547111611,0.7188059898176141,0.7265268915223336,0.7084444444444444,0.7173717371737174,0.7258064516129032,0.5898876404494382,0.6508264462809917,0.7221418234442837,0.8443316412859561,0.7784711388455537,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7258064516129032,0.6022944550669216,0.658307210031348,0.726998491704374,0.8397212543554007,0.7793047696038803,315,119,219,499,192,92,797,300,328,482,181,109,315,119,208,482,181,92
VibeTest dynamic,0.8,1125,534,591,431,663,31,0.9724444444444444,0.027555555555555555,0.7075555555555556,0.7017909085724063,0.7277683873835095,0.7017909085724063,0.7097586169852328,0.7276051188299817,0.7220949548535756,0.7277683873835095,0.7220949548535756,0.7197692350174816,0.7276051188299817,0.7075555555555556,0.7174402884182064,0.728538283062645,0.5880149812734082,0.6507772020725388,0.7219020172910663,0.8477157360406091,0.7797665369649806,0.726998491704374,0.8155668358714044,0.7687400318979267,0.728538283062645,0.6015325670498084,0.6589716684155299,0.726998491704374,0.8426573426573427,0.7805668016194333,314,117,220,501,193,90,796,298,329,482,181,109,314,117,208,482,181,90
VibeTest dynamic,0.85,1125,534,591,418,663,44,0.9608888888888889,0.03911111111111111,0.7013333333333334,0.6952366014563014,0.7307241262349622,0.6952366014563014,0.706849007545602,0.7298797409805735,0.7235160475523708,0.7307241262349622,0.7235160475523708,0.7213045378910895,0.7298797409805735,0.7013333333333334,0.71532184950136,0.7344497607655502,0.5749063670411985,0.6449579831932772,0.7142857142857143,0.8544839255499154,0.7781201848998459,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7344497607655502,0.5984405458089669,0.6595059076262083,0.726998491704374,0.8485915492957746,0.7831031681559707,307,111,227,505,202,86,789,292,336,482,181,109,307,111,206,482,181,86
VibeTest dynamic,0.9,1125,534,591,375,663,87,0.9226666666666666,0.07733333333333334,0.6782222222222222,0.6708920321679119,0.7381659125188537,0.6708920321679119,0.6935009290402725,0.7350674373795761,0.724947013343682,0.7381659125188537,0.724947013343682,0.7232940518798525,0.7350674373795761,0.6782222222222222,0.7055016181229773,0.7493333333333333,0.5262172284644194,0.6182618261826183,0.6893333333333334,0.8747884940778342,0.7710663683818045,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7493333333333333,0.58298755186722,0.6557759626604435,0.726998491704374,0.8669064748201439,0.7908121410992617,281,94,253,517,233,74,763,275,362,482,181,109,281,94,201,482,181,74
VibeTest dynamic,0.95,1125,534,591,297,663,165,0.8533333333333334,0.14666666666666667,0.6408888888888888,0.6315661894712827,0.7658561482090893,0.6315661894712827,0.6719753107744748,0.7510416666666667,0.73376026272578,0.7658561482090893,0.73376026272578,0.7322266379643428,0.7510416666666667,0.6408888888888888,0.6916067146282974,0.8047138047138047,0.44756554307116103,0.5752105896510228,0.6618357487922706,0.9272419627749577,0.7723749119097957,0.726998491704374,0.8155668358714044,0.7687400318979267,0.8047138047138047,0.5494252873563218,0.6530054644808743,0.726998491704374,0.9180952380952381,0.8114478114478114,239,58,295,548,280,43,721,239,404,482,181,109,239,58,196,482,181,43
VibeTest dynamic,1.0,1125,534,591,174,663,288,0.744,0.256,0.5653333333333334,0.5519781744900093,0.8060279814843709,0.5519781744900093,0.6018841402427486,0.7598566308243727,0.7107765827513014,0.8060279814843709,0.7107765827513014,0.7155833154044751,0.7598566308243727,0.5653333333333334,0.6483180428134557,0.8850574712643678,0.2883895131086142,0.4350282485875706,0.6035751840168244,0.9712351945854484,0.7444876783398184,0.726998491704374,0.8155668358714044,0.7687400318979267,0.8850574712643678,0.4556213017751479,0.6015625,0.726998491704374,0.9659318637274549,0.8296041308089501,154,20,380,574,377,17,636,201,489,482,181,109,154,20,184,482,181,17
Baseline reviewer,0.0,1125,534,591,257,65,803,0.2862222222222222,0.7137777777777777,0.22933333333333333,0.23633529154546665,0.8352589045196049,0.23633529154546665,0.3412591347784527,0.8012422360248447,0.76780763220245,0.8352589045196049,0.76780763220245,0.7951176983435048,0.8012422360248447,0.22933333333333333,0.35659986178299935,0.7782101167315175,0.37453183520599254,0.5056890012642226,0.652073732718894,0.9576988155668359,0.7758738862234407,0.8923076923076924,0.09813874788494077,0.1768292682926829,0.7782101167315175,0.8368200836820083,0.8064516129032258,0.8923076923076924,0.6987951807228916,0.7837837837837838,200,57,334,566,302,25,258,64,867,58,7,533,200,57,39,58,7,25
Baseline reviewer,0.4,1125,534,591,257,65,803,0.2862222222222222,0.7137777777777777,0.22933333333333333,0.23633529154546665,0.8352589045196049,0.23633529154546665,0.3412591347784527,0.8012422360248447,0.76780763220245,0.8352589045196049,0.76780763220245,0.7951176983435048,0.8012422360248447,0.22933333333333333,0.35659986178299935,0.7782101167315175,0.37453183520599254,0.5056890012642226,0.652073732718894,0.9576988155668359,0.7758738862234407,0.8923076923076924,0.09813874788494077,0.1768292682926829,0.7782101167315175,0.8368200836820083,0.8064516129032258,0.8923076923076924,0.6987951807228916,0.7837837837837838,200,57,334,566,302,25,258,64,867,58,7,533,200,57,39,58,7,25
Baseline reviewer,0.7,1125,534,591,256,65,804,0.2853333333333333,0.7146666666666667,0.22933333333333333,0.23633529154546665,0.8367788461538461,0.23633529154546665,0.34157919110836676,0.8037383177570093,0.7695656575883365,0.8367788461538461,0.7695656575883365,0.7967501914870336,0.8037383177570093,0.22933333333333333,0.35684647302904565,0.78125,0.37453183520599254,0.5063291139240507,0.6513233601841196,0.9576988155668359,0.7753424657534247,0.8923076923076924,0.09813874788494077,0.1768292682926829,0.78125,0.8403361344537815,0.8097165991902834,0.8923076923076924,0.6987951807228916,0.7837837837837838,200,56,334,566,303,25,258,63,867,58,7,533,200,56,38,58,7,25
Baseline reviewer,1.0,1125,534,591,211,65,849,0.24533333333333332,0.7546666666666667,0.20266666666666666,0.2082454039050172,0.8489974480495808,0.2082454039050172,0.3166025536094287,0.8260869565217391,0.7985606888132109,0.8489974480495808,0.7985606888132109,0.8194444444444444,0.8260869565217391,0.20266666666666666,0.32548179871520344,0.8056872037914692,0.31835205992509363,0.4563758389261745,0.6236323851203501,0.9644670050761421,0.7574750830564785,0.8923076923076924,0.09813874788494077,0.1768292682926829,0.8056872037914692,0.8629441624365483,0.8333333333333333,0.8923076923076924,0.7341772151898734,0.8055555555555556,170,41,364,570,344,21,228,48,897,58,7,533,170,41,27,58,7,21
TrainCheck,0.0,1125,534,591,0,0,1125,0.0,1.0,0.0,0.0,,0.0,,,,,,,,0.0,,,0.0,,0.5253333333333333,1.0,0.6888111888111889,,0.0,,,,,,,,0,0,534,591,534,0,0,0,1125,0,0,591,0,0,0,0,0,0
TrainCheck,1.0,1125,534,591,0,0,1125,0.0,1.0,0.0,0.0,,0.0,,,,,,,,0.0,,,0.0,,0.5253333333333333,1.0,0.6888111888111889,,0.0,,,,,,,,0,0,534,591,534,0,0,0,1125,0,0,591,0,0,0,0,0,0
