series,threshold,total,gt_fail,gt_pass,accepted_fail,predicted_pass,inconclusive,coverage,inconclusive_rate,accuracy_abstain_wrong,balanced_accuracy,macro_precision,macro_recall,macro_f1,covered_accuracy,covered_balanced_accuracy,covered_macro_precision,covered_macro_recall,covered_macro_f1,combined_precision,combined_recall,combined_f1,fail_precision,fail_recall,fail_false_positive_rate,fail_f1,not_fail_precision,not_fail_recall,not_fail_f1,pass_precision,pass_recall,pass_f1,covered_fail_precision,covered_fail_recall,covered_fail_f1,covered_pass_precision,covered_pass_recall,covered_pass_f1,fail_tp,fail_fp,fail_fn,not_fail_tp,not_fail_fp,not_fail_fn,combined_tp,combined_fp,combined_fn,pass_tp,pass_fp,pass_fn,covered_fail_tp,covered_fail_fp,covered_fail_fn,covered_pass_tp,covered_pass_fp,covered_pass_fn
VibeTest static (5.90K out/prop),0.95,1125,534,591,260,546,319,0.7164444444444444,0.28355555555555556,0.5466666666666666,0.5396300309891823,0.7787545787545788,0.5396300309891823,0.6222039083805764,0.7630272952853598,0.7496159754224271,0.7787545787545788,0.7496159754224271,0.7477912684060966,0.7630272952853598,0.5466666666666666,0.6369756602796478,0.823076923076923,0.40074906367041196,0.05583756345177665,0.5390428211586901,0.6450867052023121,0.9441624365482234,0.7664835164835165,0.7344322344322345,0.6785109983079526,0.7053649956024627,0.823076923076923,0.5752688172043011,0.6772151898734177,0.7344322344322345,0.923963133640553,0.8183673469387756,214,46,320,558,307,33,615,191,510,401,145,190,214,46,158,401,145,33
VibeTest static (5.90K out/prop),1.0,1125,534,591,104,546,475,0.5777777777777777,0.4222222222222222,0.4408888888888889,0.4282068100153995,0.8239468864468864,0.4282068100153995,0.5015853191178458,0.7630769230769231,0.6881022436577993,0.8239468864468864,0.6881022436577993,0.6945517114163977,0.7630769230769231,0.4408888888888889,0.5588732394366196,0.9134615384615384,0.17790262172284643,0.01015228426395939,0.29780564263322884,0.5729676787463271,0.9898477157360406,0.7258064516129032,0.7344322344322345,0.6785109983079526,0.7053649956024627,0.9134615384615384,0.39094650205761317,0.547550432276657,0.7344322344322345,0.9852579852579852,0.8415529905561385,95,9,439,585,436,6,496,154,629,401,145,190,95,9,148,401,145,6
VibeTest dynamic (13.95K out/prop),0.0,1125,534,591,444,663,18,0.984,0.016,0.7111111111111111,0.7055362269244663,0.7216073539602952,0.7055362269244663,0.7095233901820922,0.7226738934056007,0.7172250212654583,0.7216073539602952,0.7172250212654583,0.7152689458495898,0.7226738934056007,0.7111111111111111,0.7168458781362008,0.7162162162162162,0.5955056179775281,0.1658206429780034,0.6503067484662577,0.723935389133627,0.8341793570219966,0.7751572327044024,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7162162162162162,0.603415559772296,0.6549948506694129,0.726998491704374,0.8310344827586207,0.7755430410297668,318,126,216,493,188,98,800,307,325,482,181,109,318,126,209,482,181,98
VibeTest dynamic (13.95K out/prop),0.4,1125,534,591,444,663,18,0.984,0.016,0.7111111111111111,0.7055362269244663,0.7216073539602952,0.7055362269244663,0.7095233901820922,0.7226738934056007,0.7172250212654583,0.7216073539602952,0.7172250212654583,0.7152689458495898,0.7226738934056007,0.7111111111111111,0.7168458781362008,0.7162162162162162,0.5955056179775281,0.1658206429780034,0.6503067484662577,0.723935389133627,0.8341793570219966,0.7751572327044024,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7162162162162162,0.603415559772296,0.6549948506694129,0.726998491704374,0.8310344827586207,0.7755430410297668,318,126,216,493,188,98,800,307,325,482,181,109,318,126,209,482,181,98
VibeTest dynamic (13.95K out/prop),0.65,1125,534,591,443,663,19,0.9831111111111112,0.016888888888888887,0.7102222222222222,0.7045998973364513,0.7212870562359341,0.7045998973364513,0.7088326566859132,0.7224231464737794,0.7168480398583978,0.7212870562359341,0.7168480398583978,0.7149129033838204,0.7224231464737794,0.7102222222222222,0.7162707306140743,0.7155756207674944,0.5936329588014981,0.1658206429780034,0.6489252814738997,0.7228739002932552,0.8341793570219966,0.774548311076198,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7155756207674944,0.6026615969581749,0.654282765737874,0.726998491704374,0.8310344827586207,0.7755430410297668,317,126,217,493,189,98,799,307,326,482,181,109,317,126,209,482,181,98
VibeTest dynamic (13.95K out/prop),0.7,1125,534,591,442,663,20,0.9822222222222222,0.017777777777777778,0.7102222222222222,0.7045998973364513,0.7220965309200603,0.7045998973364513,0.7091650979161764,0.7230769230769231,0.7174220032840722,0.7220965309200603,0.7174220032840722,0.7155895143101263,0.7230769230769231,0.7102222222222222,0.7165919282511211,0.7171945701357466,0.5936329588014981,0.1658206429780034,0.6495901639344261,0.7218155197657394,0.8341793570219966,0.7739403453689169,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7171945701357466,0.6038095238095238,0.6556359875904859,0.726998491704374,0.8310344827586207,0.7755430410297668,317,125,217,493,190,98,799,306,326,482,181,109,317,125,208,482,181,98
VibeTest dynamic (13.95K out/prop),0.75,1125,534,591,434,663,28,0.9751111111111112,0.024888888888888887,0.7084444444444444,0.7027272381604213,0.7264024716586386,0.7027272381604213,0.7097832390894592,0.7265268915223336,0.7210078547111611,0.7264024716586386,0.7210078547111611,0.7188059898176141,0.7265268915223336,0.7084444444444444,0.7173717371737174,0.7258064516129032,0.5898876404494382,0.155668358714044,0.6508264462809917,0.7221418234442837,0.8443316412859561,0.7784711388455537,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7258064516129032,0.6022944550669216,0.658307210031348,0.726998491704374,0.8397212543554007,0.7793047696038803,315,119,219,499,192,92,797,300,328,482,181,109,315,119,208,482,181,92
VibeTest dynamic (13.95K out/prop),0.8,1125,534,591,431,663,31,0.9724444444444444,0.027555555555555555,0.7075555555555556,0.7017909085724063,0.7277683873835095,0.7017909085724063,0.7097586169852328,0.7276051188299817,0.7220949548535756,0.7277683873835095,0.7220949548535756,0.7197692350174816,0.7276051188299817,0.7075555555555556,0.7174402884182064,0.728538283062645,0.5880149812734082,0.15228426395939088,0.6507772020725388,0.7219020172910663,0.8477157360406091,0.7797665369649806,0.726998491704374,0.8155668358714044,0.7687400318979267,0.728538283062645,0.6015325670498084,0.6589716684155299,0.726998491704374,0.8426573426573427,0.7805668016194333,314,117,220,501,193,90,796,298,329,482,181,109,314,117,208,482,181,90
VibeTest dynamic (13.95K out/prop),0.85,1125,534,591,418,663,44,0.9608888888888889,0.03911111111111111,0.7013333333333334,0.6952366014563014,0.7307241262349622,0.6952366014563014,0.706849007545602,0.7298797409805735,0.7235160475523708,0.7307241262349622,0.7235160475523708,0.7213045378910895,0.7298797409805735,0.7013333333333334,0.71532184950136,0.7344497607655502,0.5749063670411985,0.1455160744500846,0.6449579831932772,0.7142857142857143,0.8544839255499154,0.7781201848998459,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7344497607655502,0.5984405458089669,0.6595059076262083,0.726998491704374,0.8485915492957746,0.7831031681559707,307,111,227,505,202,86,789,292,336,482,181,109,307,111,206,482,181,86
VibeTest dynamic (13.95K out/prop),0.9,1125,534,591,375,663,87,0.9226666666666666,0.07733333333333334,0.6782222222222222,0.6708920321679119,0.7381659125188537,0.6708920321679119,0.6935009290402725,0.7350674373795761,0.724947013343682,0.7381659125188537,0.724947013343682,0.7232940518798525,0.7350674373795761,0.6782222222222222,0.7055016181229773,0.7493333333333333,0.5262172284644194,0.12521150592216582,0.6182618261826183,0.6893333333333334,0.8747884940778342,0.7710663683818045,0.726998491704374,0.8155668358714044,0.7687400318979267,0.7493333333333333,0.58298755186722,0.6557759626604435,0.726998491704374,0.8669064748201439,0.7908121410992617,281,94,253,517,233,74,763,275,362,482,181,109,281,94,201,482,181,74
VibeTest dynamic (13.95K out/prop),0.95,1125,534,591,297,663,165,0.8533333333333334,0.14666666666666667,0.6408888888888888,0.6315661894712827,0.7658561482090893,0.6315661894712827,0.6719753107744748,0.7510416666666667,0.73376026272578,0.7658561482090893,0.73376026272578,0.7322266379643428,0.7510416666666667,0.6408888888888888,0.6916067146282974,0.8047138047138047,0.44756554307116103,0.0727580372250423,0.5752105896510228,0.6618357487922706,0.9272419627749577,0.7723749119097957,0.726998491704374,0.8155668358714044,0.7687400318979267,0.8047138047138047,0.5494252873563218,0.6530054644808743,0.726998491704374,0.9180952380952381,0.8114478114478114,239,58,295,548,280,43,721,239,404,482,181,109,239,58,196,482,181,43
VibeTest dynamic (13.95K out/prop),1.0,1125,534,591,174,663,288,0.744,0.256,0.5653333333333334,0.5519781744900093,0.8060279814843709,0.5519781744900093,0.6018841402427486,0.7598566308243727,0.7107765827513014,0.8060279814843709,0.7107765827513014,0.7155833154044751,0.7598566308243727,0.5653333333333334,0.6483180428134557,0.8850574712643678,0.2883895131086142,0.028764805414551606,0.4350282485875706,0.6035751840168244,0.9712351945854484,0.7444876783398184,0.726998491704374,0.8155668358714044,0.7687400318979267,0.8850574712643678,0.4556213017751479,0.6015625,0.726998491704374,0.9659318637274549,0.8296041308089501,154,20,380,574,377,17,636,201,489,482,181,109,154,20,184,482,181,17
TrainCheck,0.0,1125,534,591,0,0,1125,0.0,1.0,0.0,0.0,,0.0,,,,,,,,0.0,,,0.0,0.0,,0.5253333333333333,1.0,0.6888111888111889,,0.0,,,,,,,,0,0,534,591,534,0,0,0,1125,0,0,591,0,0,0,0,0,0
TrainCheck,1.0,1125,534,591,0,0,1125,0.0,1.0,0.0,0.0,,0.0,,,,,,,,0.0,,,0.0,0.0,,0.5253333333333333,1.0,0.6888111888111889,,0.0,,,,,,,,0,0,534,591,534,0,0,0,1125,0,0,591,0,0,0,0,0,0
Reviewer mode 0 (0.75K out/prop),0.0,1125,534,591,284,841,0,1.0,0.0,0.6657777777777778,0.6522747580752486,0.6855060206662089,0.6522747580752486,0.6310236849653741,0.6657777777777778,0.6522747580752486,0.6855060206662089,0.6522747580752486,0.6310236849653741,0.6657777777777778,0.6657777777777778,0.6657777777777778,0.7253521126760564,0.3857677902621723,0.08121827411167512,0.5036674816625917,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.7253521126760564,0.3857677902621723,0.5036674816625917,0.6456599286563615,0.9187817258883249,0.7583798882681564,206,78,328,543,298,48,749,376,376,543,298,48,206,78,328,543,298,48
Reviewer mode 0 (0.75K out/prop),0.7,1125,534,591,284,841,0,1.0,0.0,0.6657777777777778,0.6522747580752486,0.6855060206662089,0.6522747580752486,0.6310236849653741,0.6657777777777778,0.6522747580752486,0.6855060206662089,0.6522747580752486,0.6310236849653741,0.6657777777777778,0.6657777777777778,0.6657777777777778,0.7253521126760564,0.3857677902621723,0.08121827411167512,0.5036674816625917,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.7253521126760564,0.3857677902621723,0.5036674816625917,0.6456599286563615,0.9187817258883249,0.7583798882681564,206,78,328,543,298,48,749,376,376,543,298,48,206,78,328,543,298,48
Reviewer mode 0 (0.75K out/prop),0.8,1125,534,591,267,841,17,0.9848888888888889,0.015111111111111112,0.6586666666666666,0.6447841213711287,0.6936164811821133,0.6447841213711287,0.6263809553700332,0.6687725631768953,0.6542661112472433,0.6936164811821133,0.6542661112472433,0.6313202247191012,0.6687725631768953,0.6586666666666666,0.6636811464397671,0.7415730337078652,0.3707865168539326,0.0676818950930626,0.49438202247191015,0.6421911421911422,0.9323181049069373,0.7605244996549344,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.7415730337078652,0.37714285714285717,0.5,0.6456599286563615,0.9313893653516295,0.7626404494382023,198,69,336,551,307,40,741,367,384,543,298,48,198,69,327,543,298,40
Reviewer mode 0 (0.75K out/prop),0.85,1125,534,591,259,841,25,0.9777777777777777,0.022222222222222223,0.656,0.6419751326070837,0.6992778407760571,0.6419751326070837,0.6250915834783405,0.6709090909090909,0.6560520322615934,0.6992778407760571,0.6560520322615934,0.632394366197183,0.6709090909090909,0.656,0.6633707865168539,0.752895752895753,0.3651685393258427,0.06091370558375635,0.4918032786885245,0.640877598152425,0.9390862944162437,0.7618393960192176,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.752895752895753,0.3742802303262956,0.5,0.6456599286563615,0.9378238341968912,0.7647887323943661,195,64,339,555,311,36,738,362,387,543,298,48,195,64,326,543,298,36
Reviewer mode 0 (0.75K out/prop),0.9,1125,534,591,254,841,30,0.9733333333333334,0.02666666666666667,0.6551111111111111,0.6410388030190688,0.7047197281077082,0.6410388030190688,0.6253828375350934,0.6730593607305936,0.6582520472061657,0.7047197281077082,0.6582520472061657,0.6341741978068929,0.6730593607305936,0.6551111111111111,0.663963963963964,0.7637795275590551,0.36329588014981273,0.05583756345177665,0.49238578680203043,0.6406429391504018,0.9441624365482234,0.7633378932968535,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.7637795275590551,0.3737957610789981,0.501940491591203,0.6456599286563615,0.9427083333333334,0.7664079040225829,194,60,340,558,313,33,737,358,388,543,298,48,194,60,325,543,298,33
Reviewer mode 0 (0.75K out/prop),0.95,1125,534,591,234,841,50,0.9555555555555556,0.044444444444444446,0.6417777777777778,0.6269938591988441,0.7053085968068131,0.6269938591988441,0.6122628608007449,0.6716279069767442,0.6521088421184372,0.7053085968068131,0.6521088421184372,0.6272234948650144,0.6716279069767442,0.6417777777777778,0.6563636363636364,0.7649572649572649,0.3352059925093633,0.050761421319796954,0.4661458333333333,0.6296296296296297,0.949238578680203,0.757085020242915,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.7649572649572649,0.3565737051792829,0.4864130434782608,0.6456599286563615,0.9476439790575916,0.768033946251768,179,55,355,561,330,30,722,353,403,543,298,48,179,55,323,543,298,30
Reviewer mode 0 (0.75K out/prop),0.98,1125,534,591,197,841,87,0.9226666666666666,0.07733333333333334,0.616,0.5998403011464096,0.7035406242266579,0.5998403011464096,0.584388302547211,0.6676300578034682,0.6375674258315853,0.7035406242266579,0.6375674258315853,0.6102672581381418,0.6676300578034682,0.616,0.6407766990291262,0.7614213197969543,0.2808988764044944,0.04230118443316413,0.41039671682626544,0.6099137931034483,0.9576988155668359,0.7452271231073074,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.7614213197969543,0.3191489361702128,0.44977511244377816,0.6456599286563615,0.9559859154929577,0.7707594038325053,150,47,384,566,362,25,693,345,432,543,298,48,150,47,320,543,298,25
Reviewer mode 0 (0.75K out/prop),1.0,1125,534,591,196,841,88,0.9217777777777778,0.07822222222222222,0.6151111111111112,0.5989039715583946,0.7029320051445073,0.5989039715583946,0.583299533175174,0.6673095467695275,0.6368415718189735,0.7029320051445073,0.6368415718189735,0.6094398522921924,0.6673095467695275,0.6151111111111112,0.6401480111008326,0.7602040816326531,0.27902621722846443,0.04230118443316413,0.40821917808219177,0.6092572658772875,0.9576988155668359,0.7447368421052633,0.6456599286563615,0.9187817258883249,0.7583798882681564,0.7602040816326531,0.31769722814498935,0.4481203007518797,0.6456599286563615,0.9559859154929577,0.7707594038325053,149,47,385,566,363,25,692,345,433,543,298,48,149,47,320,543,298,25
Reviewer mode 1 (3.58K out/prop),0.0,1125,534,591,357,768,0,1.0,0.0,0.6977777777777778,0.6874275176334151,0.7044434961484594,0.6874275176334151,0.6773474256917966,0.6977777777777778,0.6874275176334151,0.7044434961484594,0.6874275176334151,0.6773474256917966,0.6977777777777778,0.6977777777777778,0.6977777777777778,0.7226890756302521,0.48314606741573035,0.10829103214890017,0.5791245791245792,0.6861979166666666,0.8917089678510999,0.775570272259014,0.6861979166666666,0.8917089678510999,0.775570272259014,0.7226890756302521,0.48314606741573035,0.5791245791245792,0.6861979166666666,0.8917089678510999,0.775570272259014,258,99,276,527,241,64,785,340,340,527,241,64,258,99,276,527,241,64
Reviewer mode 1 (3.58K out/prop),0.7,1125,534,591,357,768,0,1.0,0.0,0.6977777777777778,0.6874275176334151,0.7044434961484594,0.6874275176334151,0.6773474256917966,0.6977777777777778,0.6874275176334151,0.7044434961484594,0.6874275176334151,0.6773474256917966,0.6977777777777778,0.6977777777777778,0.6977777777777778,0.7226890756302521,0.48314606741573035,0.10829103214890017,0.5791245791245792,0.6861979166666666,0.8917089678510999,0.775570272259014,0.6861979166666666,0.8917089678510999,0.775570272259014,0.7226890756302521,0.48314606741573035,0.5791245791245792,0.6861979166666666,0.8917089678510999,0.775570272259014,258,99,276,527,241,64,785,340,340,527,241,64,258,99,276,527,241,64
Reviewer mode 1 (3.58K out/prop),0.75,1125,534,591,329,768,28,0.9751111111111112,0.024888888888888887,0.6871111111111111,0.6761915625772353,0.716959140704154,0.6761915625772353,0.6728372798143274,0.7046490428441203,0.6932109052126383,0.716959140704154,0.6932109052126383,0.6815742115149683,0.7046490428441203,0.6871111111111111,0.6957695769576958,0.7477203647416414,0.4606741573033708,0.08460236886632826,0.5701042873696407,0.6796482412060302,0.9153976311336718,0.7801009372746937,0.6861979166666666,0.8917089678510999,0.775570272259014,0.7477203647416414,0.47307692307692306,0.5795053003533569,0.6861979166666666,0.9133448873483535,0.7836431226765799,246,83,288,541,255,50,773,324,352,527,241,64,246,83,274,527,241,50
Reviewer mode 1 (3.58K out/prop),0.8,1125,534,591,327,768,30,0.9733333333333334,0.02666666666666667,0.6853333333333333,0.6743189034012054,0.7161876433486238,0.6743189034012054,0.6711765414721319,0.7041095890410959,0.6921936791954123,0.7161876433486238,0.6921936791954123,0.6805789577879942,0.7041095890410959,0.6853333333333333,0.6945945945945946,0.746177370030581,0.45692883895131087,0.08460236886632826,0.5667828106852498,0.6779448621553885,0.9153976311336718,0.7789776817854571,0.6861979166666666,0.8917089678510999,0.775570272259014,0.746177370030581,0.47104247104247104,0.5775147928994083,0.6861979166666666,0.9133448873483535,0.7836431226765799,244,83,290,541,257,50,771,324,354,527,241,64,244,83,274,527,241,50
Reviewer mode 1 (3.58K out/prop),0.85,1125,534,591,325,768,32,0.9715555555555555,0.028444444444444446,0.6844444444444444,0.6733825738131904,0.7169451121794872,0.6733825738131904,0.6706722141271786,0.7044830741079597,0.6924749489576617,0.7169451121794872,0.6924749489576617,0.680711670059948,0.7044830741079597,0.6844444444444444,0.6943192064923355,0.7476923076923077,0.4550561797752809,0.0829103214890017,0.5657741559953433,0.6775,0.9170896785109983,0.7792954708842559,0.6861979166666666,0.8917089678510999,0.775570272259014,0.7476923076923077,0.4700193423597679,0.5771971496437055,0.6861979166666666,0.9149305555555556,0.7842261904761905,243,82,291,542,258,49,770,323,355,527,241,64,243,82,274,527,241,49
Reviewer mode 1 (3.58K out/prop),0.9,1125,534,591,315,768,42,0.9626666666666667,0.037333333333333336,0.6808888888888889,0.6696372554611305,0.7224640376984126,0.6696372554611305,0.669292792195467,0.7072945521698984,0.695224171539961,0.7224640376984126,0.695224171539961,0.6825187929204307,0.7072945521698984,0.6808888888888889,0.6938405797101449,0.7587301587301587,0.44756554307116103,0.0727580372250423,0.5630153121319199,0.6765432098765433,0.9272419627749577,0.782298358315489,0.6861979166666666,0.8917089678510999,0.775570272259014,0.7587301587301587,0.46588693957115007,0.5772946859903382,0.6861979166666666,0.9245614035087719,0.7877428998505233,239,76,295,548,262,43,766,317,359,527,241,64,239,76,274,527,241,43
Reviewer mode 1 (3.58K out/prop),0.95,1125,534,591,290,768,67,0.9404444444444444,0.059555555555555556,0.6684444444444444,0.6565286412289207,0.7310299928160919,0.6565286412289207,0.6608433885566916,0.7107750472589792,0.6945664075822578,0.7310299928160919,0.6945664075822578,0.6827051590483828,0.7107750472589792,0.6684444444444444,0.6889601465872651,0.7758620689655172,0.42134831460674155,0.06429780033840947,0.546116504854369,0.6622754491017964,0.9357021996615905,0.7755960729312763,0.6861979166666666,0.8917089678510999,0.775570272259014,0.7758620689655172,0.4563894523326572,0.574712643678161,0.6861979166666666,0.9327433628318584,0.7906976744186045,225,65,309,553,282,38,752,306,373,527,241,64,225,65,268,527,241,38
