threshold,low_threshold,high_threshold,total,coverage,fail_error,pass_error,max_error,tp,fp,tn,fn,predicted_pass,predicted_fail,inconclusive,series
0.6,0.4,0.6,1125,0.9217777777777778,0.2777777777777778,0.15031315240083507,0.2777777777777778,403,155,407,72,479,558,88,VibeTest static + ex10 (4.29K out/prop)
0.61,0.39,0.61,1125,0.9146666666666666,0.27454545454545454,0.15031315240083507,0.27454545454545454,399,151,407,72,479,550,96,VibeTest static + ex10 (4.29K out/prop)
0.62,0.38,0.62,1125,0.9146666666666666,0.27454545454545454,0.15031315240083507,0.27454545454545454,399,151,407,72,479,550,96,VibeTest static + ex10 (4.29K out/prop)
0.63,0.37,0.63,1125,0.9137777777777778,0.2750455373406193,0.15031315240083507,0.2750455373406193,398,151,407,72,479,549,97,VibeTest static + ex10 (4.29K out/prop)
0.64,0.36,0.64,1125,0.9137777777777778,0.2750455373406193,0.15031315240083507,0.2750455373406193,398,151,407,72,479,549,97,VibeTest static + ex10 (4.29K out/prop)
0.65,0.35,0.65,1125,0.9137777777777778,0.2750455373406193,0.15031315240083507,0.2750455373406193,398,151,407,72,479,549,97,VibeTest static + ex10 (4.29K out/prop)
0.66,0.33999999999999997,0.66,1125,0.9111111111111111,0.27239488117001825,0.1506276150627615,0.27239488117001825,398,149,406,72,478,547,100,VibeTest static + ex10 (4.29K out/prop)
0.67,0.32999999999999996,0.67,1125,0.9111111111111111,0.27239488117001825,0.1506276150627615,0.27239488117001825,398,149,406,72,478,547,100,VibeTest static + ex10 (4.29K out/prop)
0.68,0.31999999999999995,0.68,1125,0.9111111111111111,0.27239488117001825,0.1506276150627615,0.27239488117001825,398,149,406,72,478,547,100,VibeTest static + ex10 (4.29K out/prop)
0.69,0.31000000000000005,0.69,1125,0.9111111111111111,0.27239488117001825,0.1506276150627615,0.27239488117001825,398,149,406,72,478,547,100,VibeTest static + ex10 (4.29K out/prop)
0.7,0.30000000000000004,0.7,1125,0.9111111111111111,0.27239488117001825,0.1506276150627615,0.27239488117001825,398,149,406,72,478,547,100,VibeTest static + ex10 (4.29K out/prop)
0.71,0.29000000000000004,0.71,1125,0.9084444444444445,0.27155963302752295,0.1509433962264151,0.27155963302752295,397,148,405,72,477,545,103,VibeTest static + ex10 (4.29K out/prop)
0.72,0.28,0.72,1125,0.9084444444444445,0.27155963302752295,0.1509433962264151,0.27155963302752295,397,148,405,72,477,545,103,VibeTest static + ex10 (4.29K out/prop)
0.73,0.27,0.73,1125,0.9075555555555556,0.2702205882352941,0.1509433962264151,0.2702205882352941,397,147,405,72,477,544,104,VibeTest static + ex10 (4.29K out/prop)
0.74,0.26,0.74,1125,0.9075555555555556,0.2702205882352941,0.1509433962264151,0.2702205882352941,397,147,405,72,477,544,104,VibeTest static + ex10 (4.29K out/prop)
0.75,0.25,0.75,1125,0.9075555555555556,0.2702205882352941,0.1509433962264151,0.2702205882352941,397,147,405,72,477,544,104,VibeTest static + ex10 (4.29K out/prop)
0.76,0.24,0.76,1125,0.9057777777777778,0.26887661141804786,0.14915966386554622,0.26887661141804786,397,146,405,71,476,543,106,VibeTest static + ex10 (4.29K out/prop)
0.77,0.22999999999999998,0.77,1125,0.8933333333333333,0.2570888468809074,0.14915966386554622,0.2570888468809074,393,136,405,71,476,529,120,VibeTest static + ex10 (4.29K out/prop)
0.78,0.21999999999999997,0.78,1125,0.8933333333333333,0.2570888468809074,0.14915966386554622,0.2570888468809074,393,136,405,71,476,529,120,VibeTest static + ex10 (4.29K out/prop)
0.79,0.20999999999999996,0.79,1125,0.8826666666666667,0.2572533849129594,0.14915966386554622,0.2572533849129594,384,133,405,71,476,517,132,VibeTest static + ex10 (4.29K out/prop)
0.8,0.19999999999999996,0.8,1125,0.8808888888888889,0.2558139534883721,0.14947368421052631,0.2558139534883721,384,132,404,71,475,516,134,VibeTest static + ex10 (4.29K out/prop)
0.81,0.18999999999999995,0.81,1125,0.8808888888888889,0.2558139534883721,0.14947368421052631,0.2558139534883721,384,132,404,71,475,516,134,VibeTest static + ex10 (4.29K out/prop)
0.82,0.18000000000000005,0.82,1125,0.8631111111111112,0.2620967741935484,0.14947368421052631,0.2620967741935484,366,130,404,71,475,496,154,VibeTest static + ex10 (4.29K out/prop)
0.83,0.17000000000000004,0.83,1125,0.8382222222222222,0.2622601279317697,0.14978902953586498,0.2622601279317697,346,123,403,71,474,469,182,VibeTest static + ex10 (4.29K out/prop)
0.84,0.16000000000000003,0.84,1125,0.8382222222222222,0.2622601279317697,0.14978902953586498,0.2622601279317697,346,123,403,71,474,469,182,VibeTest static + ex10 (4.29K out/prop)
0.85,0.15000000000000002,0.85,1125,0.8382222222222222,0.2622601279317697,0.14978902953586498,0.2622601279317697,346,123,403,71,474,469,182,VibeTest static + ex10 (4.29K out/prop)
0.86,0.14,0.86,1125,0.6497777777777778,0.23314606741573032,0.13066666666666665,0.23314606741573032,273,83,326,49,375,356,394,VibeTest static + ex10 (4.29K out/prop)
0.87,0.13,0.87,1125,0.6497777777777778,0.23314606741573032,0.13066666666666665,0.23314606741573032,273,83,326,49,375,356,394,VibeTest static + ex10 (4.29K out/prop)
0.88,0.12,0.88,1125,0.6213333333333333,0.24382716049382716,0.13066666666666665,0.24382716049382716,245,79,326,49,375,324,426,VibeTest static + ex10 (4.29K out/prop)
0.89,0.10999999999999999,0.89,1125,0.5848888888888889,0.22837370242214533,0.13008130081300814,0.22837370242214533,223,66,321,48,369,289,467,VibeTest static + ex10 (4.29K out/prop)
0.9,0.09999999999999998,0.9,1125,0.4062222222222222,0.22426470588235295,0.06486486486486487,0.22426470588235295,211,61,173,12,185,272,668,VibeTest static + ex10 (4.29K out/prop)
0.91,0.08999999999999997,0.91,1125,0.3857777777777778,0.20883534136546184,0.06486486486486487,0.20883534136546184,197,52,173,12,185,249,691,VibeTest static + ex10 (4.29K out/prop)
0.92,0.07999999999999996,0.92,1125,0.29688888888888887,0.22641509433962265,0.06285714285714286,0.22641509433962265,123,36,164,11,175,159,791,VibeTest static + ex10 (4.29K out/prop)
0.93,0.06999999999999995,0.93,1125,0.24888888888888888,0.21904761904761905,0.06285714285714286,0.21904761904761905,82,23,164,11,175,105,845,VibeTest static + ex10 (4.29K out/prop)
0.94,0.06000000000000005,0.94,1125,0.19644444444444445,0.10869565217391304,0.06285714285714286,0.10869565217391304,41,5,164,11,175,46,904,VibeTest static + ex10 (4.29K out/prop)
0.95,0.050000000000000044,0.95,1125,0.18844444444444444,0.10810810810810811,0.06285714285714286,0.10810810810810811,33,4,164,11,175,37,913,VibeTest static + ex10 (4.29K out/prop)
0.96,0.040000000000000036,0.96,1125,0.0035555555555555557,,0.0,,0,0,4,0,4,0,1121,VibeTest static + ex10 (4.29K out/prop)
0.97,0.030000000000000027,0.97,1125,0.0035555555555555557,,0.0,,0,0,4,0,4,0,1121,VibeTest static + ex10 (4.29K out/prop)
0.98,0.020000000000000018,0.98,1125,0.0035555555555555557,,0.0,,0,0,4,0,4,0,1121,VibeTest static + ex10 (4.29K out/prop)
0.99,0.010000000000000009,0.99,1125,0.0035555555555555557,,0.0,,0,0,4,0,4,0,1121,VibeTest static + ex10 (4.29K out/prop)
1.0,0.0,1.0,1125,0.0035555555555555557,,0.0,,0,0,4,0,4,0,1121,VibeTest static + ex10 (4.29K out/prop)
0.5,0.5,0.5,1125,1.0,0.32358003442340794,0.20404411764705882,0.32358003442340794,393,188,433,111,544,581,0,VibeTest static + ex20 (3.97K out/prop)
0.51,0.49,0.51,1125,0.9653333333333334,0.32358003442340794,0.19405940594059407,0.32358003442340794,393,188,407,98,505,581,39,VibeTest static + ex20 (3.97K out/prop)
0.52,0.48,0.52,1125,0.9653333333333334,0.32358003442340794,0.19405940594059407,0.32358003442340794,393,188,407,98,505,581,39,VibeTest static + ex20 (3.97K out/prop)
0.53,0.47,0.53,1125,0.9653333333333334,0.32358003442340794,0.19405940594059407,0.32358003442340794,393,188,407,98,505,581,39,VibeTest static + ex20 (3.97K out/prop)
0.54,0.45999999999999996,0.54,1125,0.9653333333333334,0.32358003442340794,0.19405940594059407,0.32358003442340794,393,188,407,98,505,581,39,VibeTest static + ex20 (3.97K out/prop)
0.55,0.44999999999999996,0.55,1125,0.9608888888888889,0.32358003442340794,0.192,0.32358003442340794,393,188,404,96,500,581,44,VibeTest static + ex20 (3.97K out/prop)
0.56,0.43999999999999995,0.56,1125,0.9288888888888889,0.30458715596330277,0.192,0.30458715596330277,379,166,404,96,500,545,80,VibeTest static + ex20 (3.97K out/prop)
0.57,0.43000000000000005,0.57,1125,0.9288888888888889,0.30458715596330277,0.192,0.30458715596330277,379,166,404,96,500,545,80,VibeTest static + ex20 (3.97K out/prop)
0.58,0.42000000000000004,0.58,1125,0.9288888888888889,0.30458715596330277,0.192,0.30458715596330277,379,166,404,96,500,545,80,VibeTest static + ex20 (3.97K out/prop)
0.59,0.41000000000000003,0.59,1125,0.9288888888888889,0.30458715596330277,0.192,0.30458715596330277,379,166,404,96,500,545,80,VibeTest static + ex20 (3.97K out/prop)
0.6,0.4,0.6,1125,0.9288888888888889,0.30458715596330277,0.192,0.30458715596330277,379,166,404,96,500,545,80,VibeTest static + ex20 (3.97K out/prop)
0.61,0.39,0.61,1125,0.9235555555555556,0.29684601113172543,0.192,0.29684601113172543,379,160,404,96,500,539,86,VibeTest static + ex20 (3.97K out/prop)
0.62,0.38,0.62,1125,0.9235555555555556,0.29684601113172543,0.192,0.29684601113172543,379,160,404,96,500,539,86,VibeTest static + ex20 (3.97K out/prop)
0.63,0.37,0.63,1125,0.9235555555555556,0.29684601113172543,0.192,0.29684601113172543,379,160,404,96,500,539,86,VibeTest static + ex20 (3.97K out/prop)
0.64,0.36,0.64,1125,0.9235555555555556,0.29684601113172543,0.192,0.29684601113172543,379,160,404,96,500,539,86,VibeTest static + ex20 (3.97K out/prop)
0.65,0.35,0.65,1125,0.9235555555555556,0.29684601113172543,0.192,0.29684601113172543,379,160,404,96,500,539,86,VibeTest static + ex20 (3.97K out/prop)
0.66,0.33999999999999997,0.66,1125,0.9128888888888889,0.2948960302457467,0.19076305220883535,0.2948960302457467,373,156,403,95,498,529,98,VibeTest static + ex20 (3.97K out/prop)
0.67,0.32999999999999996,0.67,1125,0.9128888888888889,0.2948960302457467,0.19076305220883535,0.2948960302457467,373,156,403,95,498,529,98,VibeTest static + ex20 (3.97K out/prop)
0.68,0.31999999999999995,0.68,1125,0.9128888888888889,0.2948960302457467,0.19076305220883535,0.2948960302457467,373,156,403,95,498,529,98,VibeTest static + ex20 (3.97K out/prop)
0.69,0.31000000000000005,0.69,1125,0.9128888888888889,0.2948960302457467,0.19076305220883535,0.2948960302457467,373,156,403,95,498,529,98,VibeTest static + ex20 (3.97K out/prop)
0.7,0.30000000000000004,0.7,1125,0.9128888888888889,0.2948960302457467,0.19076305220883535,0.2948960302457467,373,156,403,95,498,529,98,VibeTest static + ex20 (3.97K out/prop)
0.71,0.29000000000000004,0.71,1125,0.9075555555555556,0.2900763358778626,0.19114688128772636,0.2900763358778626,372,152,402,95,497,524,104,VibeTest static + ex20 (3.97K out/prop)
0.72,0.28,0.72,1125,0.9013333333333333,0.2804642166344294,0.19114688128772636,0.2804642166344294,372,145,402,95,497,517,111,VibeTest static + ex20 (3.97K out/prop)
0.73,0.27,0.73,1125,0.8986666666666666,0.2801556420233463,0.19114688128772636,0.2801556420233463,370,144,402,95,497,514,114,VibeTest static + ex20 (3.97K out/prop)
0.74,0.26,0.74,1125,0.8862222222222222,0.276,0.19114688128772636,0.276,362,138,402,95,497,500,128,VibeTest static + ex20 (3.97K out/prop)
0.75,0.25,0.75,1125,0.8853333333333333,0.2745490981963928,0.19114688128772636,0.2745490981963928,362,137,402,95,497,499,129,VibeTest static + ex20 (3.97K out/prop)
0.76,0.24,0.76,1125,0.8791111111111111,0.2686868686868687,0.1902834008097166,0.2686868686868687,362,133,400,94,494,495,136,VibeTest static + ex20 (3.97K out/prop)
0.77,0.22999999999999998,0.77,1125,0.8657777777777778,0.25625,0.1902834008097166,0.25625,357,123,400,94,494,480,151,VibeTest static + ex20 (3.97K out/prop)
0.78,0.21999999999999997,0.78,1125,0.8657777777777778,0.25625,0.1902834008097166,0.25625,357,123,400,94,494,480,151,VibeTest static + ex20 (3.97K out/prop)
0.79,0.20999999999999996,0.79,1125,0.8595555555555555,0.26004228329809725,0.1902834008097166,0.26004228329809725,350,123,400,94,494,473,158,VibeTest static + ex20 (3.97K out/prop)
0.8,0.19999999999999996,0.8,1125,0.8595555555555555,0.26004228329809725,0.1902834008097166,0.26004228329809725,350,123,400,94,494,473,158,VibeTest static + ex20 (3.97K out/prop)
0.81,0.18999999999999995,0.81,1125,0.8595555555555555,0.26004228329809725,0.1902834008097166,0.26004228329809725,350,123,400,94,494,473,158,VibeTest static + ex20 (3.97K out/prop)
0.82,0.18000000000000005,0.82,1125,0.8471111111111111,0.2657952069716776,0.1902834008097166,0.2657952069716776,337,122,400,94,494,459,172,VibeTest static + ex20 (3.97K out/prop)
0.83,0.17000000000000004,0.83,1125,0.8328888888888889,0.2595936794582393,0.1902834008097166,0.2595936794582393,328,115,400,94,494,443,188,VibeTest static + ex20 (3.97K out/prop)
0.84,0.16000000000000003,0.84,1125,0.832,0.26018099547511314,0.1902834008097166,0.26018099547511314,327,115,400,94,494,442,189,VibeTest static + ex20 (3.97K out/prop)
0.85,0.15000000000000002,0.85,1125,0.832,0.26018099547511314,0.1902834008097166,0.26018099547511314,327,115,400,94,494,442,189,VibeTest static + ex20 (3.97K out/prop)
0.86,0.14,0.86,1125,0.6648888888888889,0.22321428571428573,0.16747572815533981,0.22321428571428573,261,75,343,69,412,336,377,VibeTest static + ex20 (3.97K out/prop)
0.87,0.13,0.87,1125,0.6648888888888889,0.22321428571428573,0.16747572815533981,0.22321428571428573,261,75,343,69,412,336,377,VibeTest static + ex20 (3.97K out/prop)
0.88,0.12,0.88,1125,0.6311111111111111,0.21140939597315436,0.16747572815533981,0.21140939597315436,235,63,343,69,412,298,415,VibeTest static + ex20 (3.97K out/prop)
0.89,0.10999999999999999,0.89,1125,0.5964444444444444,0.2,0.16748768472906403,0.2,212,53,338,68,406,265,454,VibeTest static + ex20 (3.97K out/prop)
0.9,0.09999999999999998,0.9,1125,0.4577777777777778,0.1865079365079365,0.18250950570342206,0.1865079365079365,205,47,215,48,263,252,610,VibeTest static + ex20 (3.97K out/prop)
0.91,0.08999999999999997,0.91,1125,0.43466666666666665,0.1902654867256637,0.18250950570342206,0.1902654867256637,183,43,215,48,263,226,636,VibeTest static + ex20 (3.97K out/prop)
0.92,0.07999999999999996,0.92,1125,0.344,0.22142857142857142,0.1862348178137652,0.22142857142857142,109,31,201,46,247,140,738,VibeTest static + ex20 (3.97K out/prop)
0.93,0.06999999999999995,0.93,1125,0.30044444444444446,0.26373626373626374,0.1862348178137652,0.26373626373626374,67,24,201,46,247,91,787,VibeTest static + ex20 (3.97K out/prop)
0.94,0.06000000000000005,0.94,1125,0.2577777777777778,0.2558139534883721,0.1862348178137652,0.2558139534883721,32,11,201,46,247,43,835,VibeTest static + ex20 (3.97K out/prop)
0.95,0.050000000000000044,0.95,1125,0.248,0.25,0.1862348178137652,0.25,24,8,201,46,247,32,846,VibeTest static + ex20 (3.97K out/prop)
0.96,0.040000000000000036,0.96,1125,0.10311111111111111,,0.3706896551724138,,0,0,73,43,116,0,1009,VibeTest static + ex20 (3.97K out/prop)
0.97,0.030000000000000027,0.97,1125,0.10311111111111111,,0.3706896551724138,,0,0,73,43,116,0,1009,VibeTest static + ex20 (3.97K out/prop)
0.98,0.020000000000000018,0.98,1125,0.10311111111111111,,0.3706896551724138,,0,0,73,43,116,0,1009,VibeTest static + ex20 (3.97K out/prop)
0.99,0.010000000000000009,0.99,1125,0.10311111111111111,,0.3706896551724138,,0,0,73,43,116,0,1009,VibeTest static + ex20 (3.97K out/prop)
1.0,0.0,1.0,1125,0.10311111111111111,,0.3706896551724138,,0,0,73,43,116,0,1009,VibeTest static + ex20 (3.97K out/prop)
0.5,0.5,0.5,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.51,0.49,0.51,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.52,0.48,0.52,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.53,0.47,0.53,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.54,0.45999999999999996,0.54,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.55,0.44999999999999996,0.55,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.56,0.43999999999999995,0.56,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.57,0.43000000000000005,0.57,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.58,0.42000000000000004,0.58,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.59,0.41000000000000003,0.59,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
0.6,0.4,0.6,1125,1.0,,0.4746666666666667,,0,0,591,534,1125,0,0,TrainCheck (0.00K out/prop)
