file,threshold,precision,recall,f1,tp,fp,fn,tn,accepted_fail_predictions
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.71,0.7883211678832117,0.5684210526315789,0.6605504587155964,108,29,82,156,137
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.7,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.69,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.68,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.67,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.66,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.65,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.64,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.63,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.62,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.61,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.6,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.59,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.58,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.57,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.56,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.55,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.54,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.53,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.52,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.51,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.5,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.49,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.48,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.47,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.46,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.45,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.44,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.43,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.42,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.41,0.7898550724637681,0.5736842105263158,0.6646341463414633,109,29,81,156,138
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.4,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.39,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.38,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.37,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.36,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.35,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.34,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.33,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.32,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.31,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.3,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.29,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.28,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.27,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.26,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.25,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.24,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.23,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.22,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.21,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.2,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.19,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.18,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.17,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.16,0.7913669064748201,0.5789473684210527,0.668693009118541,110,29,80,156,139
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.15,0.7943262411347518,0.5894736842105263,0.676737160120846,112,29,78,156,141
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.14,0.7943262411347518,0.5894736842105263,0.676737160120846,112,29,78,156,141
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.13,0.7943262411347518,0.5894736842105263,0.676737160120846,112,29,78,156,141
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.12,0.7943262411347518,0.5894736842105263,0.676737160120846,112,29,78,156,141
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.11,0.7943262411347518,0.5894736842105263,0.676737160120846,112,29,78,156,141
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.1,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.09,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.08,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.07,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.06,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.05,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.04,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.03,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.02,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.01,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
results\synthetic\structured\synthetic_kaggle_titanic_AT-gpt-5-mini_verified.jsonl,0.0,0.795774647887324,0.5947368421052631,0.6807228915662651,113,29,77,156,142
